Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010)	2/28	0.008596207471144	0.0832972503953854	0	0	15.599686028257455	74.19887958363982	FLT1;FYN
GO_Biological_Process_2023	Regulation Of Osteoblast Differentiation (GO:0045667)	3/85	0.008907727513708	0.0854612669384466	0	0	7.474729695750566	35.28697392743489	MEF2C;NOTCH1;CRIM1
GO_Biological_Process_2023	JNK Cascade (GO:0007254)	2/29	0.0092030974751143	0.0865805966348137	0	0	15.02116402116402	70.4224490277819	SH2D3C;MAP4K3
GO_Biological_Process_2023	Maintenance Of Blood-Brain Barrier (GO:0035633)	2/29	0.0092030974751143	0.0865805966348137	0	0	15.02116402116402	70.4224490277819	CDH5;PECAM1
GO_Biological_Process_2023	Artery Morphogenesis (GO:0048844)	2/30	0.0098285778207101	0.0915758837333474	0	0	14.48396501457726	66.95156387938638	NOTCH1;ENG
GO_Biological_Process_2023	Cardiac Muscle Tissue Morphogenesis (GO:0055008)	2/31	0.0104724512850622	0.0953315716974335	0	0	13.983814215341308	63.75230908786907	NOTCH1;ENG
GO_Biological_Process_2023	Negative Regulation Of Chemotaxis (GO:0050922)	2/31	0.0104724512850622	0.0953315716974335	0	0	13.983814215341308	63.75230908786907	NOTCH1;SEMA6A
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	5/265	0.0106727356246052	0.0953315716974335	0	0	3.975708502024292	18.049966519553497	CDH5;LIMCH1;PECAM1;FYN;ENG
GO_Biological_Process_2023	Heart Development (GO:0007507)	4/171	0.010713918369074	0.0953315716974335	0	0	4.923403193612774	22.333598681504093	MEF2C;NOTCH1;HEG1;FBN1
GO_Biological_Process_2023	Positive Regulation Of MAP Kinase Activity (GO:0043406)	3/91	0.0107235720485245	0.0953315716974335	0	0	6.9629803186504216	31.57928099076808	MEF2C;FLT1;SASH1
GO_Biological_Process_2023	Cell-Cell Adhesion Via Plasma-Membrane Adhesion Molecules (GO:0098742)	4/172	0.0109278197077072	0.0962641572433482	0	0	4.893849206349207	22.102793313136463	CDH5;PECAM1;CDH13;PTPRM
GO_Biological_Process_2023	Negative Regulation Of Osteoblast Differentiation (GO:0045668)	2/32	0.0111345221222248	0.0963334994324634	0	0	13.517006802721088	60.79550767481704	NOTCH1;CRIM1
