gene_id,gene_id,celltype,group,sub_id,sub_id_2,log2FoldChange_Control,lfcSE_Control,log2FoldChange_HF,lfcSE_HF,log2FC_diff,se_delta,z,pval,padj_diff
ENSRNOG00000063377,ENSRNOG00000063377,Adipocytes_Brown,time,Control,F,3.1510476773853813,0.9810042270038882,0.3831933322825429,0.3903264789969324,-2.7678543451028386,1.055804931606989,-2.621558454827468,0.008752875046427633,0.9999939767421606
Nav1,Nav1,Adipocytes_Brown,time,Control,F,2.57715779877068,0.3580735277476993,0.0059346729140548,0.3489363968492566,-2.5712231258566254,0.4999732596047755,-5.142721288512819,2.7078719533335516e-07,0.00268675055209755
Alpk3,Alpk3,Adipocytes_Brown,time,Control,F,2.9881370343809768,1.0768166348663275,-0.4190327469458803,0.5922763623930025,-2.5691042874350964,1.2289529505128864,-2.0904822160709378,0.03657450427582987,0.9999939767421606
Gpnmb,Gpnmb,Adipocytes_Brown,time,Control,F,3.177615647387664,1.0075385129279422,0.6432543002765914,0.4663406438207226,-2.534361347111073,1.1102285580510778,-2.2827383863732997,0.02244578321306112,0.9999939767421606
ENSRNOG00000067595,ENSRNOG00000067595,Adipocytes_Brown,time,Control,F,3.1787624637059984,0.6405583275969938,0.691351489398743,0.4044749603857034,-2.4874109743072554,0.7575717554350043,-3.283399831714901,0.0010256308625558042,0.8366787459183164
Kcnk2,Kcnk2,Adipocytes_Brown,time,Control,F,3.521264200891512,0.9417454122602624,1.0790976823119087,0.5283496855616177,-2.442166518579603,1.0798323072340037,-2.2616164586103427,0.023721110240702892,0.9999939767421606
S100a3,S100a3,Adipocytes_Brown,time,Control,F,3.390904824639419,0.9154958314736216,0.9669410536653108,0.6241331826361914,-2.423963770974108,1.108004894895848,-2.187683269397433,0.02869268158635596,0.9999939767421606
Kcnh2,Kcnh2,Adipocytes_Brown,time,Control,F,3.014023166068572,0.6731817814755738,0.6452004310956118,0.4676547970756738,-2.3688227349729605,0.819679644823828,-2.8899372455224093,0.003853187374788458,0.9999939767421606
Lrrk1,Lrrk1,Adipocytes_Brown,time,Control,F,2.663073708500058,0.509234101633519,0.3136579526903366,0.6855397711954386,-2.3494157558097215,0.8539813511764712,-2.7511323901547655,0.005938963586986201,0.9999939767421606
Hip1,Hip1,Adipocytes_Brown,time,Control,F,2.3189541511578016,1.0352406413474686,-0.0224011651494309,0.6416939035035256,-2.2965529860083707,1.217987787825112,-1.8855303878778522,0.05935826575224867,0.9999939767421606
Gpc6,Gpc6,Adipocytes_Brown,time,Control,F,3.419071887079772,1.4670333148670909,-1.1552795739573294,0.587138674530273,-2.2637923131224427,1.580164095927727,-1.432631154546865,0.15196327353492434,0.9999939767421606
Hs3st3a1,Hs3st3a1,Adipocytes_Brown,time,Control,F,2.5222116394180234,0.9321596327076312,0.3554975922360272,0.3768535192521446,-2.1667140471819963,1.0054551983168383,-2.154958322170038,0.03116509579421667,0.9999939767421606
Cfap100,Cfap100,Adipocytes_Brown,time,Control,F,2.212922273853194,0.6803405925553279,0.0695628262356369,0.4547606600357777,-2.1433594476175575,0.8183340270297397,-2.6191742941414606,0.008814289947626675,0.9999939767421606
Samd4a,Samd4a,Adipocytes_Brown,time,Control,F,2.132442604716209,0.4536517053213258,-0.0249334002188023,0.4021190786444408,-2.1075092044974064,0.6062174718290466,-3.476490372570001,0.0005080224677445067,0.6300748656201244
Rcor2,Rcor2,Adipocytes_Brown,time,Control,F,2.207482465463219,0.6868724935562798,-0.114605509475391,0.3071395957210316,-2.092876955987828,0.7524151471520895,-2.781545485772609,0.005410074880739968,0.9999939767421606
